text,sentiment
terkadang bug shoppe pay bagus kendala aman jamin,Negatif
log video muter mulu sih ngelag bikin berat,Positif
beli shopee mantap jiwa,positif
barang ya bagus bagus,positif
lepas dana jual min,positif
bantu butuh mudah operasi,Positif
belanja online ok pokok,positif
belanja mudah kualitas,positif
kurirjadi belanja seringmurah promonya,Negatif
harap buka paylater,Positif
aplikasi lot,negatif
belanja shopee,Negatif
aplikasi amanaman ekspedisi buruk kali pesan barang datang lebih estimasi mesan tanggal kembar traffic pesan sibuk opsi hemat standar kargo pesan lambat voucher selesai apaapa beli tepat utama,negatif
mntul,Positif
aplikasi bagus,negatif
bagus belanja butuh,negatif
puas,positif
bagus eror pas pesan,Negatif
mantap shopie,positif
mantul kirim cepat,positif
suka banget trimaksih,positif
audio video suka jalan aplikasi shopee,negatif
bagus barangmya barang cocok kembali,Negatif
suka banget,positif
sesuai pesan,positif
shopee muantappoo,Negatif
kasih promo ya biar beli shopee,positif
tambah bayar via qris,positif
nyaman shopee,positif
suka warna sesuai pesan terimakasi shopee,positif
mantap,positif
kadang telatkadang cepat,positif
aplikasi bantu gais,negatif
hapus pulih akun akun ya hilang nomor ya akun ya beda bikin emosi nge log ya,positif
tanggap promo,positif
shoppe jelek huh,negatif
shopee mantap,positif
kirim cepat pesan sesuai iklan,positif
rusak cod capai batas maksimum pesan cod ya,Negatif
shopee mantap amanahpesanan sesuai pesanjd pengin belanja shopee,positif
kesini kesana layan vip vip ongkirnya langgan vip harga check out bedajdnya harga diskon voucher potong iklan maksa banget tuh asik main game tau paksa buka aplikasi ngklik kolom iklan tanda,positif
bintang,Positif
shopee mah gratis ongkir belanja hemat,positif
aplikasi ya bagus,Negatif
iklan ya kesal,positif
mudah belanja perlu,positif
ngelag bertahuntahun ubah,Positif
aplikasi bagus stabil produk ya bagus barang rusak sesuai kembali mantap shopee,positif
barang pesan terlambatpesanan baiktrimakasih shopee,Negatif
barang bagus murah barang cacat tolong jaga puas belanja shopee ok,positif
ya mesan barangtrus pencet checkout muncul tulis checkout samping kiri muncul jasa kirim dll update kayak update mesan update kayak checkout barang shopee,negatif
nyaman,positif
aplikasi terburukkkk biaya admin diskon makan perlahan cut masuk aplikasi bikin hp panas nge bug penuh effort bikin dzolim hp sistem aplikasi buruukkkkk gilir belanja adminnya gede sistem baik,negatif
mantap,positif
rapi cepat darat aman,Negatif
asih komisi pelit kasih nol bilang ya bantu umkm mah bantu orang kayak biar kayak mending affiliate tiktok komisi kayak kasih komisi nol padal beli juta juta,positif
murah riah,positif
murahada gratis ongkirbrng sesuai dikemblikn,positif
jelek,negatif
jossss,Positif
bagus banget bantu belanja efisien,positif
aplikasi mantaf,negatif
aplikasi,negatif
enakharga murmerseller team n ramah,positif
bagus banget,positif
cepat,Negatif
bagus harga barang barangnyaa jangkau,positif
bagus,Negatif
kasih bintang belanja shopee enak harga pas murah kantong,positif
bagus sope promo ya,positif
shope kirim lambat tolong sesuai tanggal cantum,positif
sagat bagus,Negatif
bantu mager belanja,negatif
guna mesan barang,positif
platform langgan beli barang diskon gratis ongkir,positif
bagus belanja belanja tau takut sesuai barang pas marah terima kasih,positif
bikin pusing kurir keder cari alamat rumah situ tera rt ya nama terima ya nemukan shoppe tolong perhati gara gara kurir tau alamat kena sanksi cod trimakasih,negatif
suka apk bantu,Negatif
selektif bos toko fiktif pesan a b,Positif
moga cepat buka apk ya,positif
shopee,Positif
bagus nyaman,positif
shopee tebaik percaya,positif
kasih opsi bayar aplikasi dana,Negatif
shopee,Positif
belanja shopee hemat proses cepat mudah pilih barang sesuai butuh,Negatif
bonus,Negatif
murah barang sesuai,positif
aplikasi ya bagus mlas rumah beli butuh katana ya shoope aplikasi bagus belanja sih shoope shopee baik pokok ya,positif
hati hati yabanyak ya tipu,positif
pokok muas produk asli berkualitassemuanya transparan,positif
barang sesuai pesan terimakasih,positif
barang shopee gagal,negatif
cocok mager pengin belanja,negatif
solusi penting,positif
shopee keren,Positif
app ya berat ngelag ya buka app langsung mutar video garansi ubah cantum anjriiiiiiit,positif
bagus pokok,Negatif
suka beli mudah nge lag,Positif
bagus bantu,Negatif
pokok shopee ok,positif
baik pokok,Positif
moga shopee toko maju jaya puas,positif
layan,Positif
bagus bantu,Positif
bantu cinta belanja online pilih agam dukung pusat solusi sukses shopee,positif
wesss pokoke,Positif
malam min spaylater ya mohon update aplikasi,negatif
moga gratis ongkir,positif
belanja cod cek cod update toko toko,negatif
tolong shopee kasih murah ongkir sorong papua barat daya guna shopee sorong woyykasih ekspedisi jangkau sorong,positif
layan bagus kirim cepat,positif
excellent,Negatif
top,positif
mudah cepat,Negatif
shope manthap,Positif
tolol verifikasi login pakai wajah kode otp no hpwhatsappemail,negatif
mantap shopee belanja mana,positif
janji aplikasi,negatif
pesan sesuai,positif
lengkapmantap,Positif
mitra penuh butuh keren habis,negatif
pesan ya,positif
belanja sni,Positif
mantap layan ya bagus,positif
kurir sopan ramahsuka senyum sabar layan rumah besok kurir nganter belanja sehat omomyg sukses,positif
jujur shopee muncul video live mmbuka aplikasi mood lanjut belanja pakai aplikasi belanja tonton live streaming kayak nya shopee suka aplikasi online lainny belanja dikit suguh video live streaming heran shope lelet mmbuka aplikasi berat bikin nyaman scrol cari product,negatif
tolong iklan mengganggusudah ku klik tanda silang paksa masuk playstore,negatif
mantap ribet,Positif
kesini shopee ekpres parah paket area jabodetabek buanyak transitnyah heran kalah mitra sicepat halu,negatif
asih bintang seginj dulukrn shope membiarkam toko umkm main curangtdk tanggung bikin lapor ya toko ya ubah,positif
bonus,Negatif
bagus layan cepat,Positif
shoppe belanja bagus barang ya sesuai kecewa,positif
kirim cepat muas,positif
aplikasi berat,negatif
belanja santai harga sesuai,positif
pilih sukaidan harga jangkau,Negatif
murah harga jangkau diskon hemat,positif
shopee oke banget,positif
shopee top markotop,positif
pelayana baikbarang pesan sesuai pototkash shopysukses,positif
ok suka shopee,positif
rekomended banget apk,positif
shoopee video buka langsung masuk kesana,Negatif
kaya taiii shopee paylater bekuin limit juta,positif
worth belanja shoope harga murah barang ok,positif
mmbantu rumah,positif
mudah penuh butuh rumah tangga usaha amanah,positif
bagus is the bestjujur barang sesuai poto i love shopee sukses shopee ku,positif
bagus banget,positif
jelek free tf bohong,negatif
trmksh kak pesan terima,positif
pesan sesuai harap layan cepat,positif
puas layan kurir ramah,positif
beda banget gratis ongkir full barang cepat ongkir ya mahal ya banget minggu,positif
harusny pas tampil langsung vidio beranda biar ganggu susab hp ngelag,positif
shopee belanja gampang tambah murah pasti amanah,positif
simple mudah,positif
bagus diskon,positif
tolong baik fitur kirim nya masak barang sen selesai barang masik kirim,positif
shopee indonesia kacau kirim ekspedisi barang estimasi panjang otomatis shopee lambat kirim,positif
cocok sopi amanah bisadi percaya kirim cepat terima kasih sopi,positif
belanja online dsnibiasanya paket cepat ya haridan varian pilih ekspedisi kirim nyaskrng spx lambat bangetpdahal hubung antar lalai kirim konfirmasi dahulukalau nama tanggung kerja namanyakalau layan shoppe spxbakalan move belanja onlineshop,positif
shoope ganggu pagi cowok bisabisa ya,Negatif
apk bagusbelanja mudah respons cepat,positif
tarik,positif
pesan,Positif
mantap minus hp kentang kadang ngeleg hp ya pas buka shopee,positif
alhamdulillah shopee kirim cepat,positif
ongkir murahreturn mudahsemua nyaman,positif
oky bagus,Positif
aplikasi bagustapi buka aplikasi berisik banget dngn suara videojadi mengganggudan orang sekitar terganggumohon tinjau ulang,negatif
thank,positif
oke,positif
joosssssss,Positif
bagus paylater ya paylater ya bayar update ya toko pakai paylater kadang langsung bayar jatuh tempountuk shopee trmksi ya moga tabur diskon ongkir serba sukses tokren ya,positif
puas shoopesemoga jaya sukses depan ya,positif
bagus gratis ongkir,positif
bagus gratis ongkir,positif
moga amanah sgl jaya shopee,positif
suka belanja butuh sopi keren sih sopi keranjang yutub,negatif
mantap,positif
bagus banget kolo malas tunggal beli shopee datengnya cepat banget,positif
mantap,positif
sesuai deskripsi,Positif
its ok,positif
mohon maaf banget ya min tolong tim rekrut kurir ganti coba pilih kurir tau erti jalan desa antar paket ya kali paket antar alas beli tempat rumah mulu tunggu eh paket kembali penjualalhasil cod,positif
shopee voucher gratis ongkir minimal belanja ok voucher kompensasi lambat kirim syarat semua toko sesuai pilih shopee pilih banget gacor banget layan ah,positif
ada fitur matiin vermuk beda rumahhh kakak sayabikin susah cowok pakai spaylater,negatif
buka aplikasi langsung arah video ganggu,negatif
bagus vocer ya,positif
kirim harga membantuada ya shopee bantu stuja shopee,positif
goodd amanah,positif
belanja mudah,Negatif
barang sesuai,positif
apk mudah belanja,Negatif
biaya layan mahallllll,Negatif
belanja shopee murah percaya,positif
baik kelas,negatif
berat aplikasi ya,Positif
pesan helm bogo retur bayar helm bogo spaylatter tagih spaylatter bayar tagih tagih helm bogo barang kembali jual spaylatter helm bogo lunas barang jual sayaminta kembali dana spaylatter bayar prosessnya,Positif
sesuai ekspektasi order,positif
aplikasi shopee bagus,negatif
belanja online lumayan bagus kendala untuk shopee iklan tv aplikasi iklan ya lu capek tau mencet tombol kali saking ya gede kuman mencet tombol masuk aplikasi maksa iklan gue pakai aplikasi muncul iklan ya ganggu banget iklan tv maksimal youtub,negatif
shopee cepat order shopee pokokya debesttt,Positif
sesuai,positif
siiippp,Positif
bagus cepat maksh shopee,Positif
shopee bantu belanja,Negatif
bantu,Negatif
shopee baik,Negatif
bantu belanja cari harga murah kualitas bagus,positif
payah shopee kurir ya profesional paket sih kurir jam antar tolong shopee cari kurir tanggung langgan kali muncul indonesia,positif
shoppe is the best,Negatif
bagus apk gamon suka apk telat bayar alias galbay spinjam spaylater berat customer ya cs ya asih solusi kayak bela customer kayak cs apaapa galbay alias telat bayar bunga berkalikali lipat batas apk pakai orang susah customer ya pusing,negatif
shopee bantu pesan kembali jual kali jadi pesan alamat tuju pemberitahuan pesan kirim jual,positif
semangat turus shopi,Negatif
lot,negatif
kerrenq,Positif
bagus banget,positif
bantu,Negatif
bantu belanja barang toko,Positif
bikin nagihhh,Negatif
bikin emosi super lot sih hapus data lot pol,negatif
cs shopee tolong langgan problem tolong cepat nang,negatif
tambah ya koin ya hhe,positif
puas belanja,positif
pesan harga ringan,positif
barang beli puas,positif
sih yes,positif
nyaman beli dishopee kerennnnnn,positif
suka banget shopee banyakk vocherrnyaa,positif
sang at senang,Positif
respon cepat,positif
bantu bisnis online mantap pokok,positif
shopee jasa kirim anter jasa kirim anter bikin orang kecewa,positif
istri belanja kayak ya senang banget kali paket ya sesuai banget,positif
produk variatif,positif
puas layan tahan moga manfaat usaha masyarakat,positif
sangatt,Negatif
aplikasi tambah mudah,Negatif
mmantap,Positif
kesini ribet bayar syarat bikin ruwet shopeepay maksa suruh bikin gilir bikin ganti seabank maksa banget suruh aktifin spay later wtf shopeeeeee,negatif
mentapat harga terjangkaou gratis ongkir,positif
bagus pesan gagal,negatif
shopee layan cepat tepat ragu,negatif
enteng ya aplikasi kayak berat banget buka aplikasi keluar langsung video live baik tahan baik guna nyaman hari buka aplikasi shophee,positif
manthap pokok,Positif
ku suka,Positif
mudah,Positif
mudah belanja,Positif
bagus bangetmantap jilbabnyaa,Negatif
alhamdulillah puas kecewa terima kasih berkah,positif
bangusss,Positif
repot belanja shopee,negatif
bagus,Negatif
kak pakai shopee lite ganti aplikasi ya shopee indonesia data hilang,negatif
mudah,Positif
bagus banget sumpah shoppe ya,positif
aplikasi bijak teliti manfaat,Positif
asyiiknya belanja shopee tinggal jari aksi duduk manis rebah tunggu barang antar pintubetul benaar,Negatif
shoppe iklan melulu dihp gue,negatif
ongkir kaltim murcehhh,Positif
blanja ngecewakan tahan kwalitasnya amanah ya shopee,positif
mantap bantu belanja,positif
shopee ubah kayak diskon cod kadang cowok cod toko,positif
terpecaya,Negatif
mudah,Positif
goood,Positif
shopee is the best pokok,Negatif
malas banget pakai shopee skrngpengiriman leletmpe berharigk paket sampepaket jabodetabek,positif
shoppee kirim lamaaaa,positif
bagus aplikasi yuk buru instral,Positif
pesan pesanin aplikasi,negatif
sucks sok lagging,Negatif
belanja online rumah pas,positif
moga amanah,positif
matap,Positif
mntap,Negatif
shoopee nomor kurirnyajadi susah pas ngehubungi kurir cantum,positif
kecewa,Positif
bagus murah riah disain aplikasi ya elegan,positif
lengkap praktis,positif
kalao mohon kemas barang cantum harga ongkirkarena harga ribu rubah ribu harga merugikn,positif
bagus banget,positif
aplikasi aman amanah,Positif
tolong tambah fitur hubungin kurir kurir ya buta alamat ya kirim ya tetangga kali kali paket kembali alamat salah kasih terang alamat kirim tetangga belah im really disappointed,positif
mantap meeen,positif
wow beli barang iya terima kasih,positif
aju spay later tolak gd penjelesan salah mana tolong,negatif
assalamualaikum mohon bantu min salah data aktif isi formulir sesuai prosedur,negatif
bagus mantap,positif
tingkat kualitas layan,positif
tolong akun spaylater beku aktif,Negatif
shopee hemat shopee hebat gratis ongkir gratis barang i like shopee,positif
puas belanja shopee,positif
keren,Negatif
bingung pilih expedisinyasaran benerin layan spx ya,Positif
tolong hapus fitur cod,negatif
kurirny sopan,Negatif
bagus,Positif
bagus,Negatif
shopee belanja mudah cepat keluarga ku aplikasi shopee terima kasih shopee,Negatif
mudah diskon belanja shopee,positif
bagus,Positif
trimksih bantu langgan,positif
harga saing,positif
bagus ongkir dikit,negatif
aplikasi bagus bantu belanja maps ya jalan jasa kirim,positif
tolong tingkat cepat kirim pulau kali istemasi barang ya salah langgan shopee,positif
apk bagus cod,Negatif
belanja mudah,Positif
keren,Negatif
biar bintang bicara,Negatif
jozzz,Positif
belanja shopee sungguh muas kurir ya ramah kirim ya barang kirim ada aman sesuai pesan,positif
istimewah,Positif
ajib shooe gercep,Negatif
senang belanja shopee harga murah,positif
aplikasi variatif,negatif
aplikasi bantu cari barang butuh,negatif
masalahterselasaikan,Positif
kasih bintang rugi shopee driver enak ya suspend alas,negatif
promonya,Positif
barang barang ya tarik murah murah minus ya telat,positif
buka yutub iklan sopi buka game iklan sopi buka web iklan sopi dimanamana iklandimanamana iklan jengkel,Negatif
kirim barang sesuai pesan terimakasih sellerterima kasih shopi amanah kualitas baik shopi,positif
shopee ku buka ya hitam tampil,Positif
bagus aplikasi pesan barang,negatif
bagus bangetbnykkk diskon harga moga voucher belanja,positif
mantapapp,Positif
belanja shopee senang mudah harga jangkau batang real pict terimakasih shopee,positif
cepat tanggap komplain konsumen,positif
berkah,positif
aneh bayar acc,Positif
tolong ganti kurir paket ya sopan santun costumer,positif
belanja mudah,Positif
jos,Positif
pokok deh best,Positif
kirim,positif
kesini layan spx ya ngawur paket tanggal tanggal,Negatif
lambat kirim,positif
barang lengkap barang ya bagus kirim barang ya cepat layan cepat,positif
shopee,Positif
mantap sopi,positif
tolong min kerjasama pakai jasa anteraja paket stuck jalan pakai pleaseesegera tindak,positif
bagus indak,Negatif
bagus bug kolom cari buka langsung shopee video,Positif
muas sukses,positif
shopee bantu belanja agr mudah,Positif
shopee the best,Positif
simple shoping,positif
belanja simpel ribet,Negatif
bagus banget,positif
pokok blanja disoppy jls belanja hemat ribet barang bagus harga murah mengecewakanjga puas pilih,Positif
nyaman belanja online dishopee ribet rumah pokok manfaat deh pesan online shopee,positif
oketapi ahir ahir barang lambat datangtapi oke,positif
bagus banget shopee,positif
good thank you shopee,positif
aplikasi bagus banget,Negatif
shopee memeng oke,positif
puas,positif
moga shopee tawar barang berkualitasdan sesuai kantong masyarakat tengah bawah terima kasih,positif
oke shopie mantap,positif
apliksi bagus pelyanan bagus bareng kirim sesuai,positif
shopee layan mantap,positif
transaksi mudah lancar,positif
manfaat cetak nasidwngan model desain unik lucu,positif
puaas,Negatif
barang e okeh sing ra iso pesan su apk bosok,positif
keren bikin zonk beli,Negatif
barang sesuai pesan trimakasih,positif
tolong shopee cek out cekout pakai promi tolong ya belanja main main ya tolong ya,positif
sukses shopee,positif
bagus aplikasi belanja online,negatif
mantap shopee sukses,positif
iklan top up muncul,positif
best the best,Positif
aplikasi rekomendit juwal beli,negatif
terimakasih shopee mudah belanja barang sulit,positif
kirim cepat,positif
suka aplikasi,negatif
aplikasi bagustapi si pinjam spay later beku,negatif
shopee baik orangorang,Negatif
aplikasi ya bagus,Negatif
barang kondisi bagus kirim,positif
baharu si pinjam ya cair bayar guna tolong baik,positif
belanja shopee nyaman muas mengunakan apk,positif
belanja butuh gampang shopee belanja shopee murah tinggal tunggu santai barang antar pintu bayar tinggal pilihmau tf codada pilih kurir makasiih shopee bantu banget belanja online,Negatif
ok bantu,positif
mudah belanja selektif pilih barang,negatif
bantu terimakasih,positif
maaf kasih bintang spaylater non aktif spinjam aktivasi aktif pakai asih bintang,positif
suka belanja shopee voucher belanja gratis ongkir potong ongkirburuan instal shopee mending cepat instal deh,positif
sip,Negatif
ok,positif
komplain lot menindaklanjuti konsumen tanggung akibat lot sistem shopee,negatif
barang ya baguspengemasan bagus kirim cepatjuga harga ya murah kualitas barang bagus,positif
suka banget belanja shopeee,positif
alhamdulillah barang kirim,positif
aplikasi bagus,negatif
bagus,Negatif
bagus apk nya,Positif
toko online suka layan ya muas pesan cepat selernya cepat respon barang barang ya kualitas,positif
bagus wajib beli beli lengkap basis shopee,negatif
mudah cari barang butuh hidup seharihari,negatif
barang otw rumah beli tolong kasih nomer tlpn kurir barang kunjung jemput antar kurir wa kurir lngsng no ya,positif
aplikasi belanja bagus,negatif
tindak kembali barang bukti rusa barang nya kirim anjur nya,negatif
bantu masyarakat belanja,Positif
apk bagus,Positif
grtis ongkir minimum belanja,Negatif
