Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenized,stopwords removal,steming_data,Sentiment
2025-07-10 22:14:38,Pengguna Google,2,pesanan sering kali lama sampai.. makin hari makin GK jelas shopee,pesanan sering kali lama sampai makin hari makin GK jelas shopee,pesanan sering kali lama sampai makin hari makin gk jelas shopee,pesanan sering kali lama sampai makin hari makin tidak jelas shopee,"['pesanan', 'sering', 'kali', 'lama', 'sampai', 'makin', 'hari', 'makin', 'tidak', 'jelas', 'shopee']","['pesanan', 'kali', 'shopee']",pesan kali shopee,Positif
2025-07-10 22:13:10,Pengguna Google,5,bagus semua,bagus semua,bagus semua,bagus semua,"['bagus', 'semua']",['bagus'],bagus,Negatif
2025-07-10 22:12:58,Pengguna Google,5,pesanan sesuai,pesanan sesuai,pesanan sesuai,pesanan sesuai,"['pesanan', 'sesuai']","['pesanan', 'sesuai']",pesan sesuai,positif
2025-07-10 22:11:27,Pengguna Google,5,sangat di permudah shoping,sangat di permudah shoping,sangat di permudah shoping,sangat di permudah shoping,"['sangat', 'di', 'permudah', 'shoping']","['permudah', 'shoping']",mudah shoping,Positif
2025-07-10 22:11:13,Pengguna Google,5,keren,keren,keren,keren,['keren'],['keren'],keren,Negatif
2025-07-10 22:10:30,Pengguna Google,4,aplikasinya lumayan berat,aplikasinya lumayan berat,aplikasinya lumayan berat,aplikasinya lumayan berat,"['aplikasinya', 'lumayan', 'berat']","['aplikasinya', 'lumayan', 'berat']",aplikasi lumayan berat,negatif
2025-07-10 22:10:14,Pengguna Google,1,"saya nggak bisa co dengan alasan saya sudah pernah pakai voucher pngguna bru..okei syaa mklumin tp ktika saya batalin voucher pngguna bru ny ttap aj saya nggak bisa co,gimana si!!???prnh wktu itu saya membeli slh stu brang yg ad di shopee lalu pmbayaran melalui tf garansi tiba ny 3 hari uang sudah sya tf tp brang tidak dtang smpai skrang..yg jual bilang ada kendala di jalan ,sya bner"" kcwa tolong untk pihak shopee di rspon komentar saya!🙏🏻 terima kasih.",saya nggak bisa co dengan alasan saya sudah pernah pakai voucher pngguna bruokei syaa mklumin tp ktika saya batalin voucher pngguna bru ny ttap aj saya nggak bisa cogimana siprnh wktu itu saya membeli slh stu brang yg ad di shopee lalu pmbayaran melalui tf garansi tiba ny  hari uang sudah sya tf tp brang tidak dtang smpai skrangyg jual bilang ada kendala di jalan sya bner kcwa tolong untk pihak shopee di rspon komentar saya terima kasih,saya nggak bisa co dengan alasan saya sudah pernah pakai voucher pngguna bruokei syaa mklumin tp ktika saya batalin voucher pngguna bru ny ttap aj saya nggak bisa cogimana siprnh wktu itu saya membeli slh stu brang yg ad di shopee lalu pmbayaran melalui tf garansi tiba ny  hari uang sudah sya tf tp brang tidak dtang smpai skrangyg jual bilang ada kendala di jalan sya bner kcwa tolong untk pihak shopee di rspon komentar saya terima kasih,saya tidak bisa cowok dengan alasan saya sudah pernah pakai voucher pngguna bruokei syaa mklumin tapi ketika saya batalin voucher pngguna baru nya tetap saja saya tidak bisa cogimana siprnh waktu itu saya membeli salah satu brang yang ada di shopee lalu pmbayaran melalui tf garansi tiba nya hari uang sudah saya tf tapi brang tidak dtang sampai skrangyg jual bilang ada kendala di jalan saya benar kecewa tolong untuk pihak shopee di rspon komentar saya terima kasih,"['saya', 'tidak', 'bisa', 'cowok', 'dengan', 'alasan', 'saya', 'sudah', 'pernah', 'pakai', 'voucher', 'pngguna', 'bruokei', 'syaa', 'mklumin', 'tapi', 'ketika', 'saya', 'batalin', 'voucher', 'pngguna', 'baru', 'nya', 'tetap', 'saja', 'saya', 'tidak', 'bisa', 'cogimana', 'siprnh', 'waktu', 'itu', 'saya', 'membeli', 'salah', 'satu', 'brang', 'yang', 'ada', 'di', 'shopee', 'lalu', 'pmbayaran', 'melalui', 'tf', 'garansi', 'tiba', 'nya', 'hari', 'uang', 'sudah', 'saya', 'tf', 'tapi', 'brang', 'tidak', 'dtang', 'sampai', 'skrangyg', 'jual', 'bilang', 'ada', 'kendala', 'di', 'jalan', 'saya', 'benar', 'kecewa', 'tolong', 'untuk', 'pihak', 'shopee', 'di', 'rspon', 'komentar', 'saya', 'terima', 'kasih']","['cowok', 'alasan', 'pakai', 'voucher', 'pngguna', 'bruokei', 'syaa', 'mklumin', 'batalin', 'voucher', 'pngguna', 'nya', 'cogimana', 'siprnh', 'membeli', 'salah', 'brang', 'shopee', 'pmbayaran', 'tf', 'garansi', 'nya', 'uang', 'tf', 'brang', 'dtang', 'skrangyg', 'jual', 'bilang', 'kendala', 'jalan', 'kecewa', 'tolong', 'shopee', 'rspon', 'komentar', 'terima', 'kasih']",cowok alas pakai voucher pngguna bruokei syaa mklumin batalin voucher pngguna nya cogimana siprnh beli salah brang shopee pmbayaran tf garansi nya uang tf brang dtang skrangyg jual bilang kendala jalan kecewa tolong shopee rspon komentar terima kasih,positif
2025-07-10 22:09:14,Pengguna Google,1,"maaf ya shopee,aku sering pesan barang yang paketan tapi yang datang suka kurang atau tidak lengkap, saya sering kecewa dan rugi",maaf ya shopeeaku sering pesan barang yang paketan tapi yang datang suka kurang atau tidak lengkap saya sering kecewa dan rugi,maaf ya shopeeaku sering pesan barang yang paketan tapi yang datang suka kurang atau tidak lengkap saya sering kecewa dan rugi,maaf ya shopeeaku sering pesan barang yang paketan tapi yang datang suka kurang atau tidak lengkap saya sering kecewa dan rugi,"['maaf', 'ya', 'shopeeaku', 'sering', 'pesan', 'barang', 'yang', 'paketan', 'tapi', 'yang', 'datang', 'suka', 'kurang', 'atau', 'tidak', 'lengkap', 'saya', 'sering', 'kecewa', 'dan', 'rugi']","['maaf', 'ya', 'shopeeaku', 'pesan', 'barang', 'paketan', 'suka', 'lengkap', 'kecewa', 'rugi']",maaf ya shopeeaku pesan barang paket suka lengkap kecewa rugi,positif
2025-07-10 22:08:52,Pengguna Google,5,"selalu tepat waktu,bisa byr pake bank juga,murah dan bayak diskonnya gratis ongkir...👍👍👍",selalu tepat waktubisa byr pake bank jugamurah dan bayak diskonnya gratis ongkir,selalu tepat waktubisa byr pake bank jugamurah dan bayak diskonnya gratis ongkir,selalu tepat waktubisa byr pakai bank jugamurah dan bayak diskonnya gratis ongkir,"['selalu', 'tepat', 'waktubisa', 'byr', 'pakai', 'bank', 'jugamurah', 'dan', 'bayak', 'diskonnya', 'gratis', 'ongkir']","['waktubisa', 'byr', 'pakai', 'bank', 'jugamurah', 'bayak', 'diskonnya', 'gratis', 'ongkir']",waktubisa byr pakai bank jugamurah bayak diskon gratis ongkir,positif
2025-07-10 22:08:51,Pengguna Google,5,ok,ok,ok,ok,['ok'],['ok'],ok,positif
2025-07-10 22:08:06,Pengguna Google,5,ketika return proses cepat,ketika return proses cepat,ketika return proses cepat,ketika return proses cepat,"['ketika', 'return', 'proses', 'cepat']","['return', 'proses', 'cepat']",return proses cepat,positif
2025-07-10 22:07:04,Pengguna Google,5,great...😀,great,great,great,['great'],['great'],great,positif
2025-07-10 22:05:06,Pengguna Google,5,sangat membantu dikala pengen blnja tapi mager.,sangat membantu dikala pengen blnja tapi mager,sangat membantu dikala pengen blnja tapi mager,sangat membantu dikala pengin belanja tapi mager,"['sangat', 'membantu', 'dikala', 'pengin', 'belanja', 'tapi', 'mager']","['membantu', 'dikala', 'pengin', 'belanja', 'mager']",bantu kala pengin belanja mager,negatif
2025-07-10 22:05:00,Pengguna Google,5,Ok,Ok,ok,ok,['ok'],['ok'],ok,positif
2025-07-10 22:04:38,Pengguna Google,5,"easy to use, trusted",easy to use trusted,easy to use trusted,easy tapi use trusted,"['easy', 'tapi', 'use', 'trusted']","['easy', 'use', 'trusted']",easy use trusted,Positif
2025-07-10 22:03:06,Pengguna Google,5,suka sekali belanja di shopee,suka sekali belanja di shopee,suka sekali belanja di shopee,suka sekali belanja di shopee,"['suka', 'sekali', 'belanja', 'di', 'shopee']","['suka', 'belanja', 'shopee']",suka belanja shopee,Negatif
2025-07-10 22:02:19,Pengguna Google,3,"live videonya jika tidak diinginkan sangat mengganggu,masuk saja ke aplikasi langsung live video dan keluar dari aplikasi shopee suara live videonya terus berjalan ini sangat luar biasa 🤣🤣",live videonya jika tidak diinginkan sangat mengganggumasuk saja ke aplikasi langsung live video dan keluar dari aplikasi shopee suara live videonya terus berjalan ini sangat luar biasa ,live videonya jika tidak diinginkan sangat mengganggumasuk saja ke aplikasi langsung live video dan keluar dari aplikasi shopee suara live videonya terus berjalan ini sangat luar biasa ,live videonya jika tidak diinginkan sangat mengganggumasuk saja ke aplikasi langsung live video dan keluar dari aplikasi shopee suara live videonya terus berjalan ini sangat luar biasa,"['live', 'videonya', 'jika', 'tidak', 'diinginkan', 'sangat', 'mengganggumasuk', 'saja', 'ke', 'aplikasi', 'langsung', 'live', 'video', 'dan', 'keluar', 'dari', 'aplikasi', 'shopee', 'suara', 'live', 'videonya', 'terus', 'berjalan', 'ini', 'sangat', 'luar', 'biasa']","['live', 'videonya', 'mengganggumasuk', 'aplikasi', 'langsung', 'live', 'video', 'aplikasi', 'shopee', 'suara', 'live', 'videonya', 'berjalan']",live video mengganggumasuk aplikasi langsung live video aplikasi shopee suara live video jalan,positif
2025-07-10 22:01:22,Pengguna Google,5,shopeemall is the best,shopeemall is the best,shopeemall is the best,shopeemall is the best,"['shopeemall', 'is', 'the', 'best']","['shopeemall', 'is', 'the', 'best']",shopeemall is the best,Positif
2025-07-10 22:01:09,Pengguna Google,5,"tepat waktu, kurir ramah, harga bersahabat",tepat waktu kurir ramah harga bersahabat,tepat waktu kurir ramah harga bersahabat,tepat waktu kurir ramah harga bersahabat,"['tepat', 'waktu', 'kurir', 'ramah', 'harga', 'bersahabat']","['kurir', 'ramah', 'harga', 'bersahabat']",kurir ramah harga sahabat,positif
2025-07-10 21:59:48,Pengguna Google,5,lebih baik klo iklan 0,lebih baik klo iklan ,lebih baik klo iklan ,lebih baik kalau iklan,"['lebih', 'baik', 'kalau', 'iklan']",['iklan'],iklan,Negatif
2025-07-10 21:59:21,Pengguna Google,5,banyak membantu untuk kebutuhan mendadak....,banyak membantu untuk kebutuhan mendadak,banyak membantu untuk kebutuhan mendadak,banyak membantu untuk kebutuhan mendadak,"['banyak', 'membantu', 'untuk', 'kebutuhan', 'mendadak']","['membantu', 'kebutuhan', 'mendadak']",bantu butuh dadak,Positif
2025-07-10 21:58:25,Pengguna Google,5,"belanjalah di sini murah"" kok",belanjalah di sini murah kok,belanjalah di sini murah kok,belanjalah di sini murah kok,"['belanjalah', 'di', 'sini', 'murah', 'kok']","['belanjalah', 'murah']",belanja murah,Negatif
2025-07-10 21:56:18,Pengguna Google,1,habis di update malah jelekkk bgt kalo habis nyari produk trs mau kembali lanjut nyari tapi mlah kembali nya ke beranda awal huuu jadi haros ngetik terosss,habis di update malah jelekkk bgt kalo habis nyari produk trs mau kembali lanjut nyari tapi mlah kembali nya ke beranda awal huuu jadi haros ngetik terosss,habis di update malah jelekkk bgt kalo habis nyari produk trs mau kembali lanjut nyari tapi mlah kembali nya ke beranda awal huuu jadi haros ngetik terosss,habis di update malah jelekkk banget kalau habis mencari produk terus mau kembali lanjut mencari tapi malah kembali ya ke beranda awal huuu jadi haros mengetik terosss,"['habis', 'di', 'update', 'malah', 'jelekkk', 'banget', 'kalau', 'habis', 'mencari', 'produk', 'terus', 'mau', 'kembali', 'lanjut', 'mencari', 'tapi', 'malah', 'kembali', 'ya', 'ke', 'beranda', 'awal', 'huuu', 'jadi', 'haros', 'mengetik', 'terosss']","['habis', 'update', 'jelekkk', 'banget', 'habis', 'mencari', 'produk', 'mencari', 'ya', 'beranda', 'huuu', 'haros', 'mengetik', 'terosss']",habis update jelekkk banget habis cari produk cari ya beranda huuu haros etik terosss,positif
2025-07-10 21:56:02,Pengguna Google,1,Shopee sekarang pengiriman nya lambat. Pengiriman yg masih satu kota aja membutuhkan waktu 3 s.d 4 hari.,Shopee sekarang pengiriman nya lambat Pengiriman yg masih satu kota aja membutuhkan waktu  sd  hari,shopee sekarang pengiriman nya lambat pengiriman yg masih satu kota aja membutuhkan waktu  sd  hari,shopee sekarang pengiriman ya lambat pengiriman yang masih satu kota saja membutuhkan waktu sd hari,"['shopee', 'sekarang', 'pengiriman', 'ya', 'lambat', 'pengiriman', 'yang', 'masih', 'satu', 'kota', 'saja', 'membutuhkan', 'waktu', 'sd', 'hari']","['shopee', 'pengiriman', 'ya', 'lambat', 'pengiriman', 'kota', 'membutuhkan', 'sd']",shopee kirim ya lambat kirim kota butuh sd,positif
2025-07-10 21:56:01,Pengguna Google,5,aplikasi yang baguss,aplikasi yang baguss,aplikasi yang baguss,aplikasi yang bagus,"['aplikasi', 'yang', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,negatif
2025-07-10 21:54:22,Pengguna Google,5,mantap shopee semoga diskonya Tamba banyak😁🙏,mantap shopee semoga diskonya Tamba banyak,mantap shopee semoga diskonya tamba banyak,mantap shopee semoga diskonya tamba banyak,"['mantap', 'shopee', 'semoga', 'diskonya', 'tamba', 'banyak']","['mantap', 'shopee', 'semoga', 'diskonya', 'tamba']",mantap shopee moga disko tamba,positif
2025-07-10 21:53:48,Pengguna Google,5,bagus komplit . tapi sayang agak boros kuota . sebab ada video mutar terus,bagus komplit  tapi sayang agak boros kuota  sebab ada video mutar terus,bagus komplit  tapi sayang agak boros kuota  sebab ada video mutar terus,bagus komplit tapi sayang agak boros kuota sebab ada video mutar terus,"['bagus', 'komplit', 'tapi', 'sayang', 'agak', 'boros', 'kuota', 'sebab', 'ada', 'video', 'mutar', 'terus']","['bagus', 'komplit', 'sayang', 'boros', 'kuota', 'video', 'mutar']",bagus komplit sayang boros kuota video mutar,negatif
2025-07-10 21:53:25,Pengguna Google,5,saya biasa menggunakan layanan shopee cod.. selain telah menerima barang baru bayar saya juga bisa meretur barang apabila tidak sesuai.. berbagai produk yang saya butuhkan bisa terpenuhi tanpa ribet disini,saya biasa menggunakan layanan shopee cod selain telah menerima barang baru bayar saya juga bisa meretur barang apabila tidak sesuai berbagai produk yang saya butuhkan bisa terpenuhi tanpa ribet disini,saya biasa menggunakan layanan shopee cod selain telah menerima barang baru bayar saya juga bisa meretur barang apabila tidak sesuai berbagai produk yang saya butuhkan bisa terpenuhi tanpa ribet disini,saya biasa menggunakan layanan shopee cod selain telah menerima barang baru bayar saya juga bisa meretur barang apabila tidak sesuai berbagai produk yang saya butuhkan bisa terpenuhi tanpa ribet disini,"['saya', 'biasa', 'menggunakan', 'layanan', 'shopee', 'cod', 'selain', 'telah', 'menerima', 'barang', 'baru', 'bayar', 'saya', 'juga', 'bisa', 'meretur', 'barang', 'apabila', 'tidak', 'sesuai', 'berbagai', 'produk', 'yang', 'saya', 'butuhkan', 'bisa', 'terpenuhi', 'tanpa', 'ribet', 'disini']","['layanan', 'shopee', 'cod', 'menerima', 'barang', 'bayar', 'meretur', 'barang', 'sesuai', 'produk', 'butuhkan', 'terpenuhi', 'ribet']",layan shopee cod terima barang bayar retur barang sesuai produk butuh penuh ribet,positif
2025-07-10 21:52:51,Pengguna Google,5,"Memudahlan kita belanja online tanpa harus kluar rumah, lewat hp tinggal pencet order, tinggal nunggu barang datang, Shopee memang mantapp..👍👍👍 Sedikit saran terkadang apk nya ngelekk",Memudahlan kita belanja online tanpa harus kluar rumah lewat hp tinggal pencet order tinggal nunggu barang datang Shopee memang mantapp Sedikit saran terkadang apk nya ngelekk,memudahlan kita belanja online tanpa harus kluar rumah lewat hp tinggal pencet order tinggal nunggu barang datang shopee memang mantapp sedikit saran terkadang apk nya ngelekk,memudahlan kita belanja online tanpa harus keluar rumah lewat hp tinggal pencet order tinggal menunggu barang datang shopee memang mantap sedikit saran terkadang apk ya ngelekk,"['memudahlan', 'kita', 'belanja', 'online', 'tanpa', 'harus', 'keluar', 'rumah', 'lewat', 'hp', 'tinggal', 'pencet', 'order', 'tinggal', 'menunggu', 'barang', 'datang', 'shopee', 'memang', 'mantap', 'sedikit', 'saran', 'terkadang', 'apk', 'ya', 'ngelekk']","['memudahlan', 'belanja', 'online', 'rumah', 'hp', 'tinggal', 'pencet', 'order', 'tinggal', 'menunggu', 'barang', 'shopee', 'mantap', 'saran', 'terkadang', 'apk', 'ya', 'ngelekk']",memudahlan belanja online rumah hp tinggal pencet order tinggal tunggu barang shopee mantap saran terkadang apk ya ngelekk,positif
2025-07-10 21:52:43,Pengguna Google,5,"pesanan selalu tepat , harga lebih ringan dari yg lain",pesanan selalu tepat  harga lebih ringan dari yg lain,pesanan selalu tepat  harga lebih ringan dari yg lain,pesanan selalu tepat harga lebih ringan dari yang lain,"['pesanan', 'selalu', 'tepat', 'harga', 'lebih', 'ringan', 'dari', 'yang', 'lain']","['pesanan', 'harga', 'ringan']",pesan harga ringan,positif
2025-07-10 21:51:56,Pengguna Google,4,pengiriman tepat waktu,pengiriman tepat waktu,pengiriman tepat waktu,pengiriman tepat waktu,"['pengiriman', 'tepat', 'waktu']",['pengiriman'],kirim,positif
2025-07-10 21:50:03,Pengguna Google,3,"Sayang banget spaylater gak bisa dibayar per item kalo lagi ada dana,, jadi biar gak menumpuk, atau dana kepake.. Sekedar masukan,, kalo bisa spaylater dibuat bisa bayar per item biar lebih enak..",Sayang banget spaylater gak bisa dibayar per item kalo lagi ada dana jadi biar gak menumpuk atau dana kepake Sekedar masukan kalo bisa spaylater dibuat bisa bayar per item biar lebih enak,sayang banget spaylater gak bisa dibayar per item kalo lagi ada dana jadi biar gak menumpuk atau dana kepake sekedar masukan kalo bisa spaylater dibuat bisa bayar per item biar lebih enak,sayang banget spaylater tidak bisa dibayar per item kalau lagi ada dana jadi biar tidak menumpuk atau dana kepake sekedar masukan kalau bisa spaylater dibuat bisa bayar per item biar lebih enak,"['sayang', 'banget', 'spaylater', 'tidak', 'bisa', 'dibayar', 'per', 'item', 'kalau', 'lagi', 'ada', 'dana', 'jadi', 'biar', 'tidak', 'menumpuk', 'atau', 'dana', 'kepake', 'sekedar', 'masukan', 'kalau', 'bisa', 'spaylater', 'dibuat', 'bisa', 'bayar', 'per', 'item', 'biar', 'lebih', 'enak']","['sayang', 'banget', 'spaylater', 'dibayar', 'item', 'dana', 'biar', 'menumpuk', 'dana', 'kepake', 'sekedar', 'masukan', 'spaylater', 'bayar', 'item', 'biar', 'enak']",sayang banget spaylater bayar item dana biar tumpuk dana kepake dar masuk spaylater bayar item biar enak,negatif
2025-07-10 21:48:15,Pengguna Google,5,"Selama ini aplikasinya bagus, stabil. Produk nya bagus. Kalo barang rusak atau tidak sesuai, bisa dikembalikan. Mantap Shopee",Selama ini aplikasinya bagus stabil Produk nya bagus Kalo barang rusak atau tidak sesuai bisa dikembalikan Mantap Shopee,selama ini aplikasinya bagus stabil produk nya bagus kalo barang rusak atau tidak sesuai bisa dikembalikan mantap shopee,selama ini aplikasinya bagus stabil produk ya bagus kalau barang rusak atau tidak sesuai bisa dikembalikan mantap shopee,"['selama', 'ini', 'aplikasinya', 'bagus', 'stabil', 'produk', 'ya', 'bagus', 'kalau', 'barang', 'rusak', 'atau', 'tidak', 'sesuai', 'bisa', 'dikembalikan', 'mantap', 'shopee']","['aplikasinya', 'bagus', 'stabil', 'produk', 'ya', 'bagus', 'barang', 'rusak', 'sesuai', 'dikembalikan', 'mantap', 'shopee']",aplikasi bagus stabil produk ya bagus barang rusak sesuai kembali mantap shopee,positif
